,full_aspect,aspect,opinion,opinion_tags,aspect_tags,valence1,valence2,valence3,valence4,arousal1,arousal2,arousal3,arousal4,dominance1,dominance2,dominance3,dominance4
692,next patch,patch,next,"[('next', 'JJ')]","[('patch', 'NN')]",5.414,5.498,5.46,5.634,4.067,4.377,3.793,4.27,5.282,5.498,5.173,5.558
693,nice patch,patch,nice,"[('nice', 'JJ')]","[('patch', 'NN')]",6.03,6.95,6.03,6.95,3.18,3.53,3.18,3.53,5.44,6.47,5.44,6.47
694,original patch,patch,original,"[('original', 'JJ')]","[('patch', 'NN')]",5.852,6.02,6.242,6.809,3.975,4.22,3.575,3.945,5.627,5.897,5.92,6.679
695,other patch,patch,other,"[('other', 'JJ')]","[('patch', 'NN')]",5.58,5.688,5.712,6.011,3.837,3.999,3.354,3.61,5.521,5.742,5.602,6.202
696,previous patch,patch,previous,"[('previous', 'JJ')]","[('patch', 'NN')]",5.048,4.977,5.092,5.067,3.813,4.17,3.415,3.732,4.817,4.967,4.763,4.973
697,quick patch,patch,quick,"[('quick', 'JJ')]","[('patch', 'NN')]",5.742,6.048,5.782,6.166,3.956,4.492,3.836,4.45,5.54,6.07,5.628,6.332
698,safe patch,patch,safe,"[('safe', 'JJ')]","[('patch', 'NN')]",6.121,6.61,6.217,6.86,3.491,3.695,3.31,3.554,5.704,6.288,5.812,6.617
699,same patch,patch,same,"[('same', 'JJ')]","[('patch', 'NN')]",5.605,5.715,5.611,5.864,4.053,4.325,3.785,4.259,5.373,5.599,5.245,5.668
700,second patch,patch,second,"[('second', 'JJ')]","[('patch', 'NN')]",5.497,5.57,5.676,5.956,3.842,4.009,3.199,3.374,5.235,5.379,5.411,5.918
701,simple patch,patch,simple,"[('simple', 'JJ')]","[('patch', 'NN')]",6.086,6.426,6.228,6.816,3.417,3.562,3.032,3.126,5.703,6.151,5.739,6.435
702,small patch,patch,small,"[('small', 'JJ')]","[('patch', 'NN')]",5.79,5.911,6.062,6.539,3.912,4.093,3.253,3.462,5.333,5.492,5.133,5.503
703,applied patch,patch,applied,"[('applied', 'JJ')]","[('patch', 'NN')]",4.714,4.575,4.801,4.642,4.346,4.835,4.136,4.788,4.47,4.495,4.451,4.476
704,absolute path,path,absolute,"[('absolute', 'JJ')]","[('path', 'NN')]",5.486,5.476,5.837,5.906,4.407,4.534,4.037,4.186,5.309,5.446,5.546,6.007
705,fast path,path,fast,"[('fast', 'JJ')]","[('path', 'NN')]",5.522,5.507,5.773,5.807,4.42,4.518,4.212,4.448,5.258,5.35,5.223,5.525
706,full path,path,full,"[('full', 'JJ')]","[('path', 'NN')]",5.809,5.839,6.111,6.317,3.977,3.994,3.52,3.407,5.529,5.697,5.677,6.2
707,good path,path,good,"[('good', 'JJ')]","[('path', 'NN')]",6.16,6.278,6.73,7.242,4.012,4.07,3.91,3.994,5.584,5.822,5.698,6.238
708,other path,path,other,"[('other', 'JJ')]","[('path', 'NN')]",5.558,5.542,5.86,5.932,4.27,4.344,3.93,4.026,5.524,5.66,5.788,6.37
709,relative path,path,relative,"[('relative', 'JJ')]","[('path', 'NN')]",5.545,5.504,5.866,5.943,4.251,4.371,3.879,3.949,5.152,5.253,5.056,5.272
710,right path,path,right,"[('right', 'JJ')]","[('path', 'NN')]",5.794,5.818,6.416,6.766,4.406,4.528,4.292,4.566,5.444,5.596,5.83,6.436
711,different people,people,different,"[('different', 'JJ')]","[('people', 'NN')]",5.82,5.845,6.317,6.622,4.003,4.047,3.643,3.583,5.733,5.805,5.832,6.045
712,few people,people,few,"[('few', 'JJ')]","[('people', 'NN')]",5.536,5.514,5.541,5.46,4.201,4.277,4.049,4.188,5.419,5.42,5.463,5.494
713,many people,people,many,"[('many', 'JJ')]","[('people', 'NN')]",5.531,5.495,5.59,5.529,4.351,4.479,4.141,4.334,5.433,5.438,5.523,5.582
714,more people,people,more,"[('more', 'JJ')]","[('people', 'NN')]",5.754,5.778,5.708,5.711,4.334,4.436,4.076,4.231,5.556,5.592,5.516,5.577
715,most people,people,most,"[('most', 'JJ')]","[('people', 'NN')]",5.604,5.593,5.947,6.07,4.412,4.51,4.143,4.329,5.493,5.506,5.595,5.695
716,other people,people,other,"[('other', 'JJ')]","[('people', 'NN')]",5.692,5.694,5.85,5.925,4.113,4.159,3.611,3.531,5.67,5.724,5.856,6.088
717,good performance,performance,good,"[('good', 'JJ')]","[('performance', 'NN')]",6.105,6.106,6.781,7.071,4.418,4.165,4.377,3.762,5.963,5.778,6.481,6.247
718,significant performance improvement,performance improvement,significant,"[('significant', 'JJ')]","[('performance', 'NN'), ('improvement', 'NN')]",6.03,5.88,6.482,6.448,4.554,4.208,4.591,4.082,6.187,5.912,6.489,6.254
719,special permission,permission,special,"[('special', 'JJ')]","[('permission', 'NN')]",6.004,6.191,6.469,7.136,4.091,4.095,3.741,3.614,5.951,5.985,6.407,6.691
720,good person,person,good,"[('good', 'JJ')]","[('person', 'NN')]",6.163,6.211,6.704,7.007,4.008,4.082,3.788,3.827,5.814,5.779,6.144,6.218
721,not right person,person,not right,"[('not', 'RB'), ('right', 'JJ')]","[('person', 'NN')]",5.038,4.81,4.763,4.098,4.277,4.402,4.005,4.153,5.152,4.968,4.845,4.267
722,right person,person,right,"[('right', 'JJ')]","[('person', 'NN')]",6.122,6.152,6.423,6.583,4.369,4.572,4.275,4.555,6.061,6.094,6.347,6.524
723,mobile phone,phone,mobile,"[('mobile', 'JJ')]","[('phone', 'NN')]",5.623,5.557,5.97,5.908,4.032,4.11,3.63,3.727,5.483,5.607,5.613,6.2
724,big picture,picture,big,"[('big', 'JJ')]","[('picture', 'NN')]",6.024,5.886,6.468,6.338,4.031,4.176,3.76,3.996,5.872,5.822,6.162,6.184
725,friendly ping,ping,friendly,"[('friendly', 'JJ')]","[('ping', 'NN')]",6.516,7.306,6.739,7.664,4.173,4.24,4.11,4.151,6.367,7.187,6.531,7.504
726,appropriate place,place,appropriate,"[('appropriate', 'JJ')]","[('place', 'NN')]",5.79,5.779,6.321,6.549,4.088,4.196,3.786,3.921,5.704,5.545,6.024,5.768
727,different place,place,different,"[('different', 'JJ')]","[('place', 'NN')]",5.556,5.509,5.664,5.566,4.016,4.087,3.59,3.629,5.773,5.65,6.254,6.117
728,few place,place,few,"[('few', 'JJ')]","[('place', 'NN')]",5.414,5.316,5.588,5.454,4.25,4.414,4.004,4.246,5.52,5.292,5.706,5.294
729,first place,place,first,"[('first', 'JJ')]","[('place', 'NN')]",5.816,5.825,6.406,6.678,4.261,4.383,4.015,4.265,5.754,5.627,6.303,6.188
730,good place,place,good,"[('good', 'JJ')]","[('place', 'NN')]",6.214,6.351,6.682,7.098,3.975,4.08,3.625,3.678,5.93,5.784,6.283,6.16
731,great place,place,great,"[('great', 'JJ')]","[('place', 'NN')]",6.037,6.163,6.61,7.044,4.114,4.257,3.747,3.881,5.984,5.887,6.49,6.474
732,many place,place,many,"[('many', 'JJ')]","[('place', 'NN')]",5.488,5.439,5.754,5.697,4.177,4.288,4.001,4.242,5.566,5.418,5.98,5.702
733,multiple place,place,multiple,"[('multiple', 'JJ')]","[('place', 'NN')]",5.31,5.224,5.41,5.188,4.208,4.302,3.864,4.044,5.458,5.304,5.904,5.59
734,not good place,place,not good,"[('not', 'RB'), ('good', 'JJ')]","[('place', 'NN')]",4.801,4.439,4.718,4.144,4.471,4.771,4.54,5.051,5.286,4.899,5.228,4.577
735,only place,place,only,"[('only', 'JJ')]","[('place', 'NN')]",5.742,5.732,5.949,5.991,4.437,4.59,3.975,4.198,5.621,5.476,6.017,5.759
736,other place,place,other,"[('other', 'JJ')]","[('place', 'NN')]",5.491,5.394,5.649,5.535,3.993,4.08,3.521,3.521,5.696,5.513,6.174,5.987
737,right place,place,right,"[('right', 'JJ')]","[('place', 'NN')]",5.899,5.951,6.489,6.815,4.285,4.462,4.165,4.496,6.016,5.942,6.615,6.662
738,same place,place,same,"[('same', 'JJ')]","[('place', 'NN')]",5.733,5.721,5.883,5.893,4.206,4.33,4.184,4.514,5.756,5.616,6.001,5.734
739,current plan,plan,current,"[('current', 'JJ')]","[('plan', 'NN')]",5.754,5.704,6.104,6.086,3.97,3.981,3.513,3.341,5.7,5.622,6.144,6.077
740,good plan,plan,good,"[('good', 'JJ')]","[('plan', 'NN')]",6.571,6.797,6.813,7.159,3.927,3.933,3.795,3.758,5.967,5.874,6.146,6.086
741,logical plan,plan,logical,"[('logical', 'JJ')]","[('plan', 'NN')]",5.822,5.763,6.152,6.155,4.082,4.118,3.735,3.672,6.013,5.955,6.662,6.85
742,different platform,platform,different,"[('different', 'JJ')]","[('platform', 'NN')]",5.774,5.832,5.91,6.364,4.13,4.126,3.614,3.332,5.88,5.838,6.486,6.522
743,most platform,platform,most,"[('most', 'JJ')]","[('platform', 'NN')]",5.306,5.353,5.609,5.91,4.55,4.597,4.16,4.146,5.453,5.316,5.926,5.679
744,other platform,platform,other,"[('other', 'JJ')]","[('platform', 'NN')]",5.396,5.483,5.403,5.605,4.123,4.096,3.718,3.486,5.743,5.608,6.111,5.956
745,excellent point,point,excellent,"[('excellent', 'JJ')]","[('point', 'NN')]",6.51,7.362,6.55,7.453,4.338,4.798,4.363,4.835,6.688,7.053,6.72,7.108
746,fair point,point,fair,"[('fair', 'JJ')]","[('point', 'NN')]",6.133,6.685,6.273,6.933,3.731,3.565,3.572,3.341,6.024,5.926,6.079,5.956
747,good point,point,good,"[('good', 'JJ')]","[('point', 'NN')]",6.494,7.399,6.596,7.577,3.849,3.794,3.781,3.709,6.207,6.225,6.288,6.321
748,great point,point,great,"[('great', 'JJ')]","[('point', 'NN')]",6.465,7.319,6.485,7.381,3.956,4.057,3.933,4.019,6.421,6.566,6.456,6.621
749,really good point,point,really good,"[('really', 'RB'), ('good', 'JJ')]","[('point', 'NN')]",6.618,7.187,6.98,7.87,3.888,3.865,3.655,3.525,6.115,6.122,6.38,6.463
750,very good point,point,very good,"[('very', 'RB'), ('good', 'JJ')]","[('point', 'NN')]",6.703,7.72,6.898,8.073,3.636,3.411,3.481,3.187,6.402,6.592,6.568,6.814
751,whole point,point,whole,"[('whole', 'JJ')]","[('point', 'NN')]",5.347,5.34,5.635,5.728,4.28,4.327,3.502,3.322,5.507,5.415,6.16,6.103
752,original post,post,original,"[('original', 'JJ')]","[('post', 'NN')]",5.876,6.132,6.247,6.874,4.166,4.315,3.909,4.085,6.045,6.013,6.523,6.634
753,good practice,practice,good,"[('good', 'JJ')]","[('practice', 'NN')]",6.134,6.278,6.644,7.104,3.784,4.102,3.363,3.794,5.84,5.775,6.15,6.17
754,boolean pref,pref,boolean,"[('boolean', 'JJ')]","[('pref', 'NN')]",5.352,5.396,5.602,5.902,4.646,4.6,4.536,4.306,5.388,5.44,5.494,5.74
755,hidden pref,pref,hidden,"[('hidden', 'JJ')]","[('pref', 'NN')]",5.494,5.618,5.65,5.974,4.81,4.744,4.862,4.79,5.306,5.39,5.47,5.704
756,new pref,pref,new,"[('new', 'JJ')]","[('pref', 'NN')]",5.723,5.949,6.244,6.922,4.597,4.534,4.51,4.267,5.347,5.419,5.54,5.816
757,high priority,priority,high,"[('high', 'JJ')]","[('priority', 'NN')]",5.788,5.744,6.128,6.106,4.42,4.345,4.319,4.052,5.593,5.544,5.776,5.703
758,low priority,priority,low,"[('low', 'JJ')]","[('priority', 'NN')]",5.495,5.345,5.355,4.946,4.081,3.933,3.564,2.919,5.166,4.984,4.979,4.51
759,chrome privilege,privilege,chrome,"[('chrome', 'JJ')]","[('privilege', 'NN')]",5.912,5.94,6.198,6.392,4.16,4.25,3.796,3.842,5.674,5.606,5.966,5.944
760,big problem,problem,big,"[('big', 'JJ')]","[('problem', 'NN')]",5.056,5.406,4.425,4.942,4.51,4.452,4.225,3.918,5.284,5.357,5.308,5.514
761,few problem,problem,few,"[('few', 'JJ')]","[('problem', 'NN')]",5.349,5.837,5.193,6.03,4.547,4.491,4.63,4.54,5.533,5.697,5.573,5.887
762,major problem,problem,major,"[('major', 'JJ')]","[('problem', 'NN')]",4.782,5.01,4.385,4.812,4.54,4.497,4.295,4.038,5.143,5.167,5.228,5.373
763,more problem,problem,more,"[('more', 'JJ')]","[('problem', 'NN')]",5.696,6.194,5.448,6.412,4.742,4.736,4.638,4.552,5.752,5.946,5.632,5.978
764,new problem,problem,new,"[('new', 'JJ')]","[('problem', 'NN')]",5.466,5.991,5.634,6.691,4.644,4.612,4.562,4.439,5.185,5.221,5.334,5.529
765,old problem,problem,old,"[('old', 'JJ')]","[('problem', 'NN')]",4.142,4.186,3.826,3.95,4.56,4.472,4.376,4.128,4.892,4.762,4.756,4.594
766,other problem,problem,other,"[('other', 'JJ')]","[('problem', 'NN')]",5.165,5.476,5.017,5.764,4.308,4.21,4.087,3.724,5.438,5.54,5.624,5.966
767,potential problem,problem,potential,"[('potential', 'JJ')]","[('problem', 'NN')]",5.518,6.078,5.586,6.696,4.275,4.129,4.186,3.858,5.628,5.832,5.75,6.185
768,real problem,problem,real,"[('real', 'JJ')]","[('problem', 'NN')]",5.209,5.564,5.086,5.872,4.439,4.365,4.416,4.218,5.344,5.434,5.372,5.589
769,same problem,problem,same,"[('same', 'JJ')]","[('problem', 'NN')]",4.682,4.898,4.065,4.352,4.62,4.591,4.61,4.513,5.017,5.016,4.879,4.848
770,similar problem,problem,similar,"[('similar', 'JJ')]","[('problem', 'NN')]",5.234,5.508,4.824,5.472,4.358,4.28,4.058,3.682,5.394,5.468,5.706,6.086
771,specific problem,problem,specific,"[('specific', 'JJ')]","[('problem', 'NN')]",5.086,5.262,4.364,4.788,4.14,4.058,3.464,2.79,5.374,5.42,5.636,5.984
772,chrome process,process,chrome,"[('chrome', 'JJ')]","[('process', 'NN')]",5.48,5.452,5.598,5.585,4.325,4.395,4.044,4.117,5.372,5.245,5.62,5.376
773,forked process,process,forked,"[('forked', 'JJ')]","[('process', 'NN')]",4.982,4.942,4.37,3.753,4.498,4.543,5.063,5.638,5.208,5.152,4.943,4.357
774,great product,product,great,"[('great', 'JJ')]","[('product', 'NN')]",6.348,6.899,6.416,7.064,3.9,4.169,3.841,4.101,6.201,6.321,6.224,6.369
775,clean profile,profile,clean,"[('clean', 'JJ')]","[('profile', 'NN')]",5.959,5.989,6.406,6.639,3.774,4.042,3.282,3.624,5.648,5.741,5.876,6.157
776,different profile,profile,different,"[('different', 'JJ')]","[('profile', 'NN')]",5.768,5.734,5.874,5.84,3.844,4.14,3.476,3.914,5.714,5.806,5.752,5.964
777,fresh profile,profile,fresh,"[('fresh', 'JJ')]","[('profile', 'NN')]",6.218,6.319,6.607,6.945,3.385,3.614,2.779,2.869,5.875,6.059,6.164,6.589
778,new profile,profile,new,"[('new', 'JJ')]","[('profile', 'NN')]",6.234,6.326,6.874,7.339,4.097,4.438,3.758,4.335,5.591,5.657,5.715,5.909
779,respective profile,profile,respective,"[('respective', 'JJ')]","[('profile', 'NN')]",5.75,5.72,6.26,6.42,4.1,4.31,3.28,3.62,5.65,5.7,6.27,6.74
780,other program,program,other,"[('other', 'JJ')]","[('program', 'NN')]",5.528,5.534,5.658,5.74,4.368,4.466,4.034,4.1,5.818,5.682,6.368,6.286
781,good progress,progress,good,"[('good', 'JJ')]","[('progress', 'NN')]",6.369,6.404,7.117,7.42,3.974,3.981,3.662,3.578,6.053,5.966,6.382,6.296
782,new project,project,new,"[('new', 'JJ')]","[('project', 'NN')]",6.102,6.514,6.024,6.534,4.586,4.594,4.826,4.962,6.034,5.64,6.47,5.89
783,other project,project,other,"[('other', 'JJ')]","[('project', 'NN')]",5.622,5.693,5.907,6.357,4.122,4.068,3.735,3.328,5.895,5.683,6.57,6.04
784,new property,property,new,"[('new', 'JJ')]","[('property', 'NN')]",5.932,5.93,6.502,6.756,4.372,4.3,4.378,4.19,5.73,5.537,6.151,5.883
785,other property,property,other,"[('other', 'JJ')]","[('property', 'NN')]",5.68,5.608,5.94,5.91,4.226,4.08,3.958,3.564,5.796,5.63,6.31,6.13
786,new pull request,pull request,new,"[('new', 'JJ')]","[('pull', 'NN'), ('request', 'NN')]",5.951,6.036,6.831,7.32,4.197,4.171,4.131,4.144,5.696,5.66,5.945,5.917
787,first push,push,first,"[('first', 'JJ')]","[('push', 'NN')]",6.04,6.256,6.29,6.737,4.327,4.331,4.324,4.286,5.406,5.787,5.47,6.174
788,few question,question,few,"[('few', 'JJ')]","[('question', 'NN')]",5.902,5.822,6.191,6.111,4.079,4.147,3.897,4.01,5.761,5.741,5.863,5.856
789,further question,question,further,"[('further', 'JJ')]","[('question', 'NN')]",6.092,6.034,6.184,6.096,3.83,3.86,3.89,4,5.828,5.81,5.836,5.816
790,good question,question,good,"[('good', 'JJ')]","[('question', 'NN')]",6.923,7.525,7.051,7.702,3.751,3.763,3.695,3.701,6.06,6.269,6.117,6.346
791,great question,question,great,"[('great', 'JJ')]","[('question', 'NN')]",6.864,7.287,6.883,7.326,3.881,4.06,3.858,4.033,6.205,6.483,6.224,6.514
792,interesting question,question,interesting,"[('interesting', 'JJ')]","[('question', 'NN')]",6.249,6.288,6.543,6.667,4.258,4.595,4.195,4.569,6.052,6.22,6.209,6.448
793,more question,question,more,"[('more', 'JJ')]","[('question', 'NN')]",5.597,5.333,5.727,5.361,4.174,4.363,4.026,4.253,5.403,5.233,5.253,4.907
794,open question,question,open,"[('open', 'JJ')]","[('question', 'NN')]",5.845,5.734,6.327,6.311,4.002,4.085,3.83,3.907,5.696,5.647,5.925,5.948
795,other question,question,other,"[('other', 'JJ')]","[('question', 'NN')]",5.73,5.602,6.038,5.877,3.851,3.865,3.625,3.599,5.799,5.788,6.105,6.217
796,quick question,question,quick,"[('quick', 'JJ')]","[('question', 'NN')]",5.545,5.403,5.623,5.257,4.452,4.585,3.953,4.093,5.657,5.62,6.232,6.407
797,double quote,quote,double,"[('double', 'JJ')]","[('quote', 'NN')]",5.55,5.488,5.894,5.918,3.906,4.084,3.226,3.364,5.474,5.374,5.652,5.536
798,single quote,quote,single,"[('single', 'JJ')]","[('quote', 'NN')]",5.444,5.354,5.444,5.24,4.113,4.36,3.561,3.87,5.344,5.23,5.703,5.61
799,good reason,reason,good,"[('good', 'JJ')]","[('reason', 'NN')]",6.11,6.146,6.719,6.976,3.991,4.141,3.604,3.748,5.805,5.756,6.157,6.187
800,main reason,reason,main,"[('main', 'JJ')]","[('reason', 'NN')]",5.68,5.598,5.766,5.51,4.174,4.304,3.682,3.853,5.804,5.763,6.401,6.546
801,obvious reason,reason,obvious,"[('obvious', 'JJ')]","[('reason', 'NN')]",5.824,5.782,6.236,6.22,4.116,4.242,3.598,3.728,5.9,5.914,6.442,6.604
802,only reason,reason,only,"[('only', 'JJ')]","[('reason', 'NN')]",5.587,5.501,5.552,5.193,4.351,4.497,4.029,4.379,5.563,5.493,5.726,5.531
803,other reason,reason,other,"[('other', 'JJ')]","[('reason', 'NN')]",5.487,5.314,5.665,5.362,4.017,4.164,3.455,3.515,5.612,5.503,6.004,5.95
804,really good reason,reason,really good,"[('really', 'RB'), ('good', 'JJ')]","[('reason', 'NN')]",5.997,5.979,7.022,7.403,4.196,4.318,3.402,3.436,5.673,5.613,6.361,6.484
805,special reason,reason,special,"[('special', 'JJ')]","[('reason', 'NN')]",6.01,5.99,6.549,6.69,3.866,3.98,3.441,3.5,5.769,5.713,6.201,6.25
806,valid reason,reason,valid,"[('valid', 'JJ')]","[('reason', 'NN')]",5.886,5.784,6.264,6.266,3.718,3.824,3.518,3.61,5.968,5.948,6.286,6.37
807,various reason,reason,various,"[('various', 'JJ')]","[('reason', 'NN')]",5.361,5.134,5.463,5.054,4.261,4.473,3.837,4.09,5.356,5.185,5.489,5.18
808,very good reason,reason,very good,"[('very', 'RB'), ('good', 'JJ')]","[('reason', 'NN')]",5.846,5.799,6.884,7.191,4.175,4.287,3.54,3.646,5.684,5.631,6.396,6.539
809,future reference,reference,future,"[('future', 'JJ')]","[('reference', 'NN')]",5.931,5.998,6.37,6.741,4.08,4.214,4.055,4.381,5.647,5.702,5.836,6.067
810,good reference,reference,good,"[('good', 'JJ')]","[('reference', 'NN')]",6.168,6.636,6.634,7.362,3.96,4.09,3.77,3.972,5.712,5.94,5.974,6.378
811,quick reference,reference,quick,"[('quick', 'JJ')]","[('reference', 'NN')]",5.773,5.808,6.163,6.424,3.898,3.985,3.983,4.27,6.009,6.124,6.022,6.344
812,weak reference,reference,weak,"[('weak', 'JJ')]","[('reference', 'NN')]",4.794,4.436,4.508,3.95,4.238,4.482,3.954,4.222,5.254,5.208,5.522,5.592
813,good regard,regard,good,"[('good', 'JJ')]","[('regard', 'NN')]",6.476,7.058,6.736,7.493,3.856,4.028,3.634,3.781,6.079,6.021,6.271,6.224
814,kind regard,regard,kind,"[('kind', 'JJ')]","[('regard', 'NN')]",6.624,7.511,6.753,7.713,3.437,3.374,3.393,3.351,6.844,7.356,6.971,7.525
815,potential regression,regression,potential,"[('potential', 'JJ')]","[('regression', 'NN')]",5.66,6.246,5.45,6.434,3.808,3.81,3.75,3.755,5.851,6.255,5.688,6.33
816,current release,release,current,"[('current', 'JJ')]","[('release', 'NN')]",5.917,5.809,6.536,6.48,4.141,4.076,3.724,3.307,5.771,5.683,6.313,6.283
817,first release,release,first,"[('first', 'JJ')]","[('release', 'NN')]",6.167,6.064,6.648,6.654,4.594,4.603,4.488,4.458,5.934,5.83,6.173,6.072
818,last release,release,last,"[('last', 'JJ')]","[('release', 'NN')]",5.928,5.782,6.136,5.884,4.458,4.438,4.242,4.09,5.748,5.624,6.046,5.886
819,late release,release,late,"[('late', 'JJ')]","[('release', 'NN')]",5.381,5,5.384,4.753,4.553,4.603,4.669,4.73,5.471,5.203,5.526,5.103
820,major release,release,major,"[('major', 'JJ')]","[('release', 'NN')]",5.326,5.162,5.488,4.914,4.414,4.394,4.06,3.816,5.39,5.274,5.342,4.832
821,new release,release,new,"[('new', 'JJ')]","[('release', 'NN')]",6.113,6.041,6.576,6.542,4.547,4.554,4.521,4.504,5.66,5.532,5.942,5.723
822,next release,release,next,"[('next', 'JJ')]","[('release', 'NN')]",5.819,5.65,6.109,5.843,4.397,4.369,4.367,4.276,5.672,5.524,5.85,5.59
823,stable release,release,stable,"[('stable', 'JJ')]","[('release', 'NN')]",5.523,5.33,5.902,5.532,4.16,4.092,3.802,3.425,5.615,5.488,6.18,6.087
824,upcoming release,release,upcoming,"[('upcoming', 'JJ')]","[('release', 'NN')]",6.017,5.933,6.645,6.647,4.138,4.068,4.033,3.772,5.772,5.615,6.07,5.872
825,prompt reply,reply,prompt,"[('prompt', 'JJ')]","[('reply', 'NN')]",6.24,6.33,6.24,6.33,3.17,2.9,3.17,2.9,6.36,5.92,6.36,5.92
826,quick reply,reply,quick,"[('quick', 'JJ')]","[('reply', 'NN')]",6.194,6.208,6.213,6.224,4.275,4.946,4.214,4.896,6.393,6.139,6.503,6.259
827,more report,report,more,"[('more', 'JJ')]","[('report', 'NN')]",5.161,5.277,5.126,5.305,4.274,4.484,4.075,4.355,5.175,5.26,5.152,5.261
828,original reporter,reporter,original,"[('original', 'JJ')]","[('reporter', 'NN')]",5.819,6.523,5.833,6.594,3.945,4.313,3.898,4.318,5.924,6.377,5.969,6.458
829,first request,request,first,"[('first', 'JJ')]","[('request', 'NN')]",5.772,5.79,6.094,6.216,4.44,4.446,4.344,4.29,5.716,5.754,5.81,5.88
830,new request,request,new,"[('new', 'JJ')]","[('request', 'NN')]",6,6.05,6.672,7.078,4.356,4.334,4.256,4.158,5.42,5.374,5.698,5.712
831,next request,request,next,"[('next', 'JJ')]","[('request', 'NN')]",5.162,4.968,4.724,4.154,4.43,4.416,4.438,4.436,5.238,5.118,5.6,5.568
832,original request,request,original,"[('original', 'JJ')]","[('request', 'NN')]",5.855,5.82,6.503,6.833,4.38,4.407,4.242,4.138,5.86,5.89,6.21,6.478
833,outstanding request,request,outstanding,"[('outstanding', 'JJ')]","[('request', 'NN')]",5.858,5.874,6.244,6.438,4.216,4.154,4.091,3.918,5.625,5.624,5.888,6.003
834,pull request,request,pull,"[('pull', 'JJ')]","[('request', 'NN')]",5.648,5.643,5.705,5.631,4.233,4.193,4.024,3.808,5.712,5.739,5.927,6.058
835,subsequent request,request,subsequent,"[('subsequent', 'JJ')]","[('request', 'NN')]",5.579,5.527,5.81,5.786,4.428,4.423,3.904,3.629,5.402,5.353,5.348,5.188
836,first response,response,first,"[('first', 'JJ')]","[('response', 'NN')]",5.88,5.881,6.8,7.23,4.23,4.313,4.011,4.24,5.88,5.871,6.451,6.651
837,positive response,response,positive,"[('positive', 'JJ')]","[('response', 'NN')]",6.146,6.326,6.65,7.082,4.47,4.808,4.27,4.724,5.924,6,6.32,6.518
838,prompt response,response,prompt,"[('prompt', 'JJ')]","[('response', 'NN')]",6.22,6.429,6.22,6.429,3.244,2.959,3.244,2.959,6.042,6.017,6.042,6.017
839,quick response,response,quick,"[('quick', 'JJ')]","[('response', 'NN')]",6.087,6.172,6.202,6.34,4.281,4.813,4.229,4.777,6.073,6.118,6.173,6.251
840,actual result,result,actual,"[('actual', 'JJ')]","[('result', 'NN')]",5.693,5.632,6.107,6.106,4.126,4.103,3.492,3.163,5.544,5.445,5.886,5.762
841,always actual result,result,always actual,"[('always', 'RB'), ('actual', 'JJ')]","[('result', 'NN')]",5.523,5.41,6.077,6.059,4.11,4.109,3.567,3.283,5.473,5.341,5.773,5.593
842,awesomebar result,result,awesomebar,"[('awesomebar', 'JJ')]","[('result', 'NN')]",5.6,5.51,5.97,5.9,4.406,4.454,4.142,4.146,5.608,5.524,5.94,5.85
843,different result,result,different,"[('different', 'JJ')]","[('result', 'NN')]",5.616,5.552,5.699,5.492,4.167,4.15,3.77,3.587,5.761,5.723,6.34,6.446
844,expected result,result,expected,"[('expected', 'JJ')]","[('result', 'NN')]",5.56,5.456,5.866,5.742,4.318,4.348,4.099,4.084,5.417,5.302,5.712,5.502
845,first result,result,first,"[('first', 'JJ')]","[('result', 'NN')]",6.147,6.156,6.766,7.093,4.33,4.37,4.069,4.033,5.724,5.649,6.27,6.343
846,good result,result,good,"[('good', 'JJ')]","[('result', 'NN')]",6.17,6.223,6.904,7.301,4.119,4.106,3.798,3.632,5.746,5.678,6.139,6.144
847,same result,result,same,"[('same', 'JJ')]","[('result', 'NN')]",5.736,5.668,5.895,5.778,4.254,4.282,4.123,4.124,5.628,5.53,5.81,5.643
848,early review,review,early,"[('early', 'JJ')]","[('review', 'NN')]",5.834,6.088,5.85,6.228,4.39,4.578,4.142,4.322,5.826,5.768,5.946,5.9
849,fast review,review,fast,"[('fast', 'JJ')]","[('review', 'NN')]",5.429,5.574,5.437,5.606,4.203,4.539,4.17,4.509,5.589,5.283,5.627,5.307
850,first review,review,first,"[('first', 'JJ')]","[('review', 'NN')]",6.288,6.732,6.598,7.35,4.092,4.214,4.17,4.374,6.184,6.236,6.23,6.318
851,good review,review,good,"[('good', 'JJ')]","[('review', 'NN')]",5.946,6.32,6.456,7.28,3.938,3.946,3.516,3.382,5.708,5.686,6.288,6.43
852,positive review,review,positive,"[('positive', 'JJ')]","[('review', 'NN')]",5.897,6.104,6.273,6.866,4.322,4.447,4.226,4.452,5.778,5.732,6.188,6.26
853,quick review,review,quick,"[('quick', 'JJ')]","[('review', 'NN')]",5.735,6.173,5.764,6.238,4.429,4.93,4.413,4.926,6.094,6.154,6.143,6.213
854,successful review,review,successful,"[('successful', 'JJ')]","[('review', 'NN')]",6.445,7.122,6.445,7.122,4.024,4.142,4.024,4.142,6.534,6.791,6.534,6.791
855,appreciate review,review,appreciate,"[('appreciate', 'JJ')]","[('review', 'NN')]",6.198,6.97,6.198,6.97,3.638,3.496,3.638,3.496,6.448,6.748,6.448,6.748
